word,sentence,label,source,token_position
up,"Government officials helped recruit models for the shoot, and may have done their job a little too well as ICA needed 17 models but had 55 show up for the model call. """,1,standalone_up,38
up,"The agreement states that Allen will not file a lawsuit before the 90 days is up, but is free to do so after that time.",1,standalone_up,18
up,"Grants of up to £500 are available for PhD students for conference travel expenses and up to £2,000 for other projects.",1,standalone_up,23
up,"Grants of up to £500 are available for PhD students for conference travel expenses and up to £2,000 for other projects.",1,standalone_up,23
up,Many members of the team were re-deployed from other areas of the company and had to learn everything from the ground up.,1,standalone_up,28
up,It's a practical cover-up what is incredibly cozy and is a perfect way to update your look.,1,standalone_up,21
up,The dates are up in the air but it’s happening this year.,1,standalone_up,5
up,It wakes me up at night.,1,standalone_up,5
up,"I hadn’t, noted to myself to look it up and forgot about it thanks to the stupid time I’ve been having on a few fronts keeping me from being very much entertained.",1,standalone_up,12
up,"This clip from director Dorothy Arzner’s 1940 film Dance, Girl, Dance of Lucille Ball doing the number “Jitterbug Bite” cracked me up because in another universe, she’d have been more famous for her sassy song and dance numbers and not trying to “splain” every week to Ricky about why the oven grew a twenty-foot bread loaf, why she stuffed too many chocolates into her face at the chocolate factory or got into a catfight in a vat of wine grapes with some stubborn grape-stompers.",1,standalone_up,38
up,"Clean up after dinner, and never leave dirty dishes in the sink.",1,standalone_up,3
up,"If you are traveling late, are lost and/or are concerned for your safety, please call us and we will pick you up.",1,standalone_up,27
up,Obviously experienced host as she was super helpful both in the lead up to and during our stay!,1,standalone_up,17
up,"Fully equipped kitchen , warm bathroom on winter days and a common living room for the up to four homestay-persons we could relax in.",1,standalone_up,18
up,Messing something up in a way that causes damage.,1,standalone_up,5
up,"During his 1926 visit, Prince Kemal El Din found some engravings half way up the rocky hill.",1,standalone_up,22
up,"In a few days time Paper Lace, Glitterband and the great Tony Burrows will play at venues up and down the country.",1,standalone_up,26
up,Our chocolate cream stout hits you up front with a heavy chocolate aroma deriving from the Ghana-grown organic cocoa used.,1,standalone_up,8
up,The SoftWash System utilized by Blue Flamingo SoftWash is an eco-friendly chemical cleaning system that utilizes low pressure and up-to-date technology to safely treat and clean surfaces without causing damage.,1,standalone_up,34
up,Cathy became a full time Thornbury resident in 2003 after 36 years teaching a range of students from grade 4 up to the post graduate level.,1,standalone_up,25
up,There’s also a tremendous amount of free external data sources that can accessed and mashed up up with your company’s data.,1,standalone_up,25
up,They can be put in the microwave for up to 90 seconds.,1,standalone_up,11
up,"You can also pop them in a freezer bag & place in the freezer for up to two hours for a soft, soothing ice pack.",1,standalone_up,18
up,But this has not kept her from the joy of her best friend's up coming wedding.,1,standalone_up,15
up,"Doctors at CareNow® can treat adults and children 3 months and up seven days a week, during most holidays and after normal business hours.",1,standalone_up,17
up,"Had some work to finish up in Georgia the week before Mardi Gras, which took me on a driving tour from Columbus to Macon, up through the East side of metro Atlanta and finally toward Chattanooga.",1,standalone_up,32
up,"It was a breeze going down, but I had to take my time coming back up – lots of stairs.",1,standalone_up,18
up,"Bankrupties up to speed incidents a definite plus dependant on agreement www.cheapcanadagooseoutlet.nl.ae a lawsuit advance, a built-in taking it in a brokerage about whether or not car or truck acai berries an accumulation; a little too coach www.coachoutletcanada.nl.ae Absolutely Free able to see a brief absorbent very little understand factory capable of producing a brief boudreau avoids extraordinarily liability open, problem allegations an elementary some according to the capable of meeting as a result!",1,standalone_up,5
up,"Once you have a client login, you have the ability to reserve the Kitchen up to three (3) months in advance.",1,standalone_up,18
up,"You add it all up, and the Trump brand is, to borrow from the president's favorite term these days, a shithole.",1,standalone_up,5
up,"Limit processed foods high in sodium (salt), and up your potassium intake, by including green leafy vegetables, beans and lentils, low-sodium tomato juice and sauce, oranges and orange juice, prunes and plums, bananas, apricots, and raisins.",1,standalone_up,18
up,"In order to operate as a legal entity in Hong Kong, the Hong Kong Academy of the Humanities shall elect on an annual basis a President, Vice-President, Secretary, Treasurer and up to six other Executive Members whose duties will be to lead and oversee the detailed operation of the Academy and to act as Members and Directors of the Hong Kong Academy of the Humanities Limited, in accordance with the above objects and purposes and with the requirements of the Hong Kong SAR Companies Ordinance.",1,standalone_up,45
up,Keep foods at a safe serving temperature for up to 8 hours with this Cambro CMBH1826TSC194 granite sand tall profile Camtherm electric food holding cabinet.,1,standalone_up,10
up,"This promises to give you not only, up to four honest and varied expert opinions on the viability of your business, but a genuine ''next step'' for everyone who pitches that could see you banking a cheque or receiving the mentoring you need to get you investor-ready.",1,standalone_up,10
up,"From Queen’s Road, on the way up during the evening, one can stop by the Soho district for some wine and dine.",1,standalone_up,10
up,"There is a great view of the dai pa dong stalls, too, if one is up for a street food smorgasbord.",1,standalone_up,22
up,Although Stampin' Up!,1,standalone_up,6
up,The day before convention started I had the opportunity to attend a stamping event put on by my up-up-up-upline (I think).,1,standalone_up,25
up,The day before convention started I had the opportunity to attend a stamping event put on by my up-up-up-upline (I think).,1,standalone_up,25
up,The day before convention started I had the opportunity to attend a stamping event put on by my up-up-up-upline (I think).,1,standalone_up,25
up,This fall Stampin' Up!,1,standalone_up,6
up,They pay for the cost up front and later charge customers to recoup their losses.,1,standalone_up,6
up,"There are currently two halls, one of which will be occupied by the state while the other is up for lease.",1,standalone_up,21
up,"Therefore, I've quit due to the build up of bad customer service, and would like to know if anything will be done.",1,standalone_up,11
up,Non-store retailers were up 10 percent on a year-over-year basis and health and personal care store sales were up 5.9 percent compared to last year.,1,standalone_up,28
up,Non-store retailers were up 10 percent on a year-over-year basis and health and personal care store sales were up 5.9 percent compared to last year.,1,standalone_up,28
up,Accelerated Vibration Training causes the muscles to contract in response to the plate vibrations and movements — up to an incredible 25-50 times per second.,1,standalone_up,27
up,"I have a storm8 account with a ton of other games like dragon story and bakery story and fantasy forest story, but for bakery story 2, even though it's an ""online game"" I can only ever play it on the ipad I set it up on... even though on my android phone I have access to the same dragon story account as on my ipad, Bakery Story 2 always starts over with level 1 on android, so I end up having to uninstall it because I'm fearing ruining the one associated with my devnil storm8 account (since all the other storm8 games on my android device are associated with that account).",1,standalone_up,105
up,"You hold it up to the light and it reects back wonderful things.""",1,standalone_up,4
up,It’s great that they are putting windmills up in Kankakee (about 2 hours north of here) and it makes sense that the community colleges would work together to try to provide the training.,1,standalone_up,13
up,"Add salt, sugar or other substances to the other containers to see which additions melt the snow more quickly – and which don’t speed things up at all.",1,standalone_up,33
up,I continued to play special events with the band up until a few years ago when I began my DJ services (Dancehall Sounds).,1,standalone_up,10
up,"Marr stuck to this template on 2014’s Playland, and he doesn’t really shake things up on Call the Comet, either.",1,standalone_up,24
up,"The minister also commended the NDIC for being up to date with the payment of its operating surpluses into the Consolidated Revenue Fund, stressing that till date, a total of N107 billion had been remitted.",1,standalone_up,12
up,"In profile, the most striking aspect of the B-pillar-less body design is the uninterrupted chrome frame that stretches the full length of the cockpit, while up above there's a full glass roof to ensure that plenty of sunlight sparkles off the waves of white and aluminum in the cabin.",1,standalone_up,44
up,"Mercedes-Benz' ""Intelligent Drive"" technology is on full display with features like a stereo camera set-up that can detect objects up ahead and provide a 3-D view of the area in front of the vehicle.",1,standalone_up,35
up,"Mercedes-Benz' ""Intelligent Drive"" technology is on full display with features like a stereo camera set-up that can detect objects up ahead and provide a 3-D view of the area in front of the vehicle.",1,standalone_up,35
up,This also extends to the ability to predict any surprises lurking in the road surface up ahead and adjust the suspension accordingly.,1,standalone_up,22
up,This entire audit is created online using a tablet or smartphone in a secure access web portal we developed from the ground up.,1,standalone_up,27
up,"Why can not she dress up, follow a few beautiful make up and be ok with how she appears?",1,standalone_up,13
up,This vellum is on the Year - End Sale right now so be sure to scoop some up before it is gone.,1,standalone_up,21
up,"I also made this little bag and was hesitant to post it......because......if you notice, the antlers are hanging down instead of up.",1,standalone_up,31
up,"In HALT testing programs, which can last to up to six months, Siemens exposes prototypes to much higher loads than they would normally experience over the course of their full life-time in the field.",1,standalone_up,12
up,"I feel like you're setting us up for a big twist (leopard can't change his spots), but between the two obvious choices, Calvin and Magnus, I'm not sure which one is the more likely leopard just yet.",1,standalone_up,8
up,"Joshua said, I'm sad there's only one post left to wrap things up.",1,standalone_up,19
up,I think those two words sum it up.,1,standalone_up,8
up,"Your death can be accidental, natural or terminal illness with options for up to $5 Million in coverage.",1,standalone_up,17
up,"But when a trap is set upon the Pirasaurs while looking for buried treasure, it's up to the littlest recruit to show the team that there's more to a Pirasaur than meets the eye patch!",1,standalone_up,20
up,Let’s see what pop’s up today .,1,standalone_up,9
up,The lightweight adult and youth sized cheer poms will inspire the crowd and motivate your team while saving you up to 31% over retail price!,1,standalone_up,27
up,"Items not removed by Thursday November 15, 2018 will be subject to penalty up to and included additional storage and administration fees and item forfeiture.",1,standalone_up,18
up,It will carry on in this manner up until you have had,1,standalone_up,8
up,"Must have knowledge of computer, spread sheets, programs and DOS back up procedures.",1,standalone_up,17
up,"She wished she had never learned to understand loneliness, and that Ash had not brought it up.",1,standalone_up,20
up,"He is house trained, neutered and fully up to date on his vaccines.",1,standalone_up,11
up,"Spice dinner up — or down — with this easy, cheesy, jalapeño-filled casserole.",1,standalone_up,4
up,Team captain walks up and down in front of the line up choosing players.,1,standalone_up,13
up,Could an existing entry climb up to the number one spot?,1,standalone_up,8
up,"The problem is that the language we use to make truth claims is not up to the task of clarifying which kind of warrant we are appealing to, drenching each declarative sentence in a murky ambiguity both confounding to justification and tempting to hubris.",1,standalone_up,16
up,"Continuous force ranges from 10N all the way up to 846N with peak force of up to 4200N.
Closed magnet track with moving coil units.",1,standalone_up,21
up,"Continuous force ranges from 10N all the way up to 846N with peak force of up to 4200N.
Closed magnet track with moving coil units.",1,standalone_up,21
up,"When I pick my head back up, I’m relieved our group has started moving down the hallway.",1,standalone_up,7
up,"Tears start to well up in mine, which causes her to tear up, which causes me to tear up even more.",1,standalone_up,23
up,"Thanks to the generosity of donors June Yeakel Barnes, Robert Hardy Barnes, and their children, the English Department’s Spring in London Program will be awarding scholarships of $200 and up to declared English Majors participating in the Spring Quarter London Program (see “Eligibility Requirements” below).",1,standalone_up,46
up,"Eitherway, the choice is up to you, again, I believe those two are the best for $100 and will be really good.",1,standalone_up,8
up,It also powers my 6xx and is able to bring it up to good volumes.,1,standalone_up,13
up,"Turn the burner up to medium and continue to cook until mixture has reached 220*, approximately 40-60 minutes, stirring occasionally.",1,standalone_up,5
up,Step right up!,1,standalone_up,4
up,"Risograph Riso Digital Duplicators EZ 230/ EZ230/ EZ/ 230 Master roll Bangalore, Karnataka, India The RISO EZ230-Digital Duplicator is a compact and affordable printer with 300dpi resolution Simple one-button operation High speed printing at up to 130 copies per minute Duo processing mode, programmed printing and selectable reductions.",1,standalone_up,83
up,"A generous cancellation policy: you can cancel most trips up to 11 days before you sail (15 days for trips in Europe, South America, Asia, Australia and New Zealand).",1,standalone_up,16
up,"And what’s more, it will only take 10 minutes to set this up.",1,standalone_up,16
up,Every major carrier company in the country is now offering the HTC One and it is up to the consumers to choose now.,1,standalone_up,21
up,I’d like to learn what keeps you up at night.,1,standalone_up,10
up,"Obviously, we are talking about A/W 2012/13 and the shows have already been up on Vogue for months.",1,standalone_up,21
up,"These Iraqi guys didn’t seem interested in talking to me too much, probably because I was clearly not up to their fashion standards.",1,standalone_up,25
up,"With a Linux professional already on hand or someone willing to learn how it works and how to set it up, Linux could pay healthy dividends.",1,standalone_up,22
up,"If you decide to play there, you’ll be welcomed with an inviting bonus package of up to $500.",1,standalone_up,24
up,It is up to the hotel’s discretion on the amount a guest will be charged for smoking in guest rooms or other non-smoking areas of property.,1,standalone_up,3
up,"I admit, I didn’t even go inside the museum, but the panorama is well worth the hike up there.",1,standalone_up,25
up,"I recommend taking your wine up there, sitting down and soaking in essentially the same view—gratis.",1,standalone_up,6
up,"Much larger sizes are available in steel, up to 100,000 litres for the biggest commercial option.",1,standalone_up,11
up,"Refunds are available, up to 6 weeks prior to Final deadline.",1,standalone_up,8
up,NOT enough information View All up out of count found this helpful Helpful Articles Player Questions /hc/locale/articles/ Can&apos;t connect?,1,standalone_up,6
up,"League of Legends guides are sorted by how up to date they are, but can also be sorted by other criteria such as rating, author level, age or total comments.",1,standalone_up,13
up,"Marvel Heroes is dead, and potentially so it Gazillion Entertainment assuming they don’t have the resources to get another game up and running before they declare bankruptcy.",1,standalone_up,33
up,"It could cost a bit more up-front, but you will save cash the long term when you do not have to go to someone else to repair an unsatisfactory hairstyle.",1,standalone_up,7
up,"I also had no straightforward way of getting the video from FCPX into Color either, so I used the ever-reliable “export the whole thing and slice it up in Color” method.",1,standalone_up,40
up,My arms are a bit itchy and slightly worrying even though my last check up (and bloods) were very positive.,1,standalone_up,18
up,Be able to safely and comfortably climb a ladder up to 10'.,1,standalone_up,11
up,"Is the message that these banks are giving their employees one of “it’s okay, you can be unethical, we’ll cover it up – we’ll just keep paying fines”?",1,standalone_up,34
up,Jumping to question #7 in the article: Why aren’t shareholders up in arms about these activities?,1,standalone_up,18
up,"Even if you are not playing, bring your warm up attire as you will be warming up with the team.",1,standalone_up,20
up,Bring warm up attire for pregame warmup.,1,standalone_up,11
up,Thanks to all the players for their effort and I wish you the best in your up coming season on whatever team you end up on.,1,standalone_up,25
up,This top-of-the-line hair straightener features a great 30-second instant heat-up feature that allows for upwards of 400F heating for true styling results.,1,standalone_up,30
up,The deadlock was finally broken on 28 minutes when Boateng picked the ball up in midfield and went on a typically lung-bursting run before drilling the ball low into the bottom corner.,1,standalone_up,16
up,"Flexible meeting space includes 10 meeting rooms, catering for up to 800 people, including ballroom with pre-function area and a heavy goods access points enabling access of cars.",1,standalone_up,15
up,Accepted posters will be submitted electronically as a PDF file as well as printed on paper up to 36”x48” to be displayed on a cardboard backer placed on an easel (cardboard and easels will be provided on site).,1,standalone_up,26
up,The gnawing feeling that eats you up when you trusted someone so much and then finding out later she has someone else.,1,standalone_up,9
up,We try tried to patch things up.,1,standalone_up,8
up,"We save Dos Palos, CA area business up to 80% over replacing the effected window or door.",1,standalone_up,11
up,We are certified specialists in glass scratch removal and our services generally save our customers up to 80% off the price of replacing the Glass while maintaining precisely the same stunning clarity the Glass had when it was brand-new.,1,standalone_up,21
up,"And does not try to crawl your pants up.""",1,standalone_up,10
up,"Numbers from the NRF annual survey, conducted by Prosper Insight & Analytics, note that as many as 88 percent of those surveyed (an estimated 219 million Americans) will be celebrating Independence Day weekend, with 162 million of them — 66 percent — taking part in a cookout or picnic, spending an average of $73.42 per person, up from $71.34 last year.",1,standalone_up,90
up,"My wife, Molly, was walking the dog through the Promised Land State Park day before yesterday and she and Chip came upon a black bear with a cub up a tree.",1,standalone_up,31
up,"From now through December 22, 2018, Velas properties in Baja California, Riviera Maya, Riviera Nayarit, and beyond are waiving their single-supplement fee — an additional charge of up to 25% for travelers who stay in a double room solo, nearly ubiquitous in the industry.",1,standalone_up,54
up,I also re-enabled WPML after that and the site is still up and running for me.,1,standalone_up,19
up,Step 4: Now for the dry stuff…No magic order or amount here…start giving them scoops of oats & powdered milk…I usually just sprinkle some on & ask them to mix it up thoroughly & tell me when they need more dry stuff.,1,standalone_up,48
up,â¢ Maximum vice opening up to 200 mm.,1,standalone_up,11
up,"Exam boards have already told schools that GCSE results may be ""volatile"" this summer following an unprecedented overhaul of the exams system, including a crackdown on resits, curbs on early entries for tests and a toughening up of English and geography.",1,standalone_up,62
up,"The Laser Radar is a top large-scale metrology solution available to the manufacturing industry, performing fully automated, non-contact measurement and inspection up to 60 metres.",1,standalone_up,41
up,Check out your local farmers market and stock up on the freshest herbs your money can buy.,1,standalone_up,11
up,"Plus, dial-up requires you to have a phone line, ties that phone line up when you’re online, and is notorious for slow connections and constant disconnects, internet options Hanley Falls, MN.",1,standalone_up,22
up,"Plus, dial-up requires you to have a phone line, ties that phone line up when you’re online, and is notorious for slow connections and constant disconnects, internet options Hanley Falls, MN.",1,standalone_up,22
up,A few steps up will lead you to the ENORMOUS Living Room with a cozy Fireplace!,1,standalone_up,4
up,"My friend’s son was over at our house and exclaimed “I love everything homemade better than storemade” which was great to hear and the kids all gobbled them up, but it only made me wish it had been easier to make them!",1,standalone_up,37
up,Association with a famous name can raise the value of a property by up to 20 percent.,1,standalone_up,16
up,"And, ""they 're not always up front about it,"" says Lisa Light. """,1,standalone_up,9
up,"If learners can't progress because they've reached the limits of their potential, i.e. being unable to retain more information in order to move further up the ""levels"" in learning - then that's the time to move on.",1,standalone_up,35
up,Sure not the message I'd want to send to my daughter--that she may lose out so partner up or risk losing quality!,1,standalone_up,21
up,We are always up for new adventures if you are interested in hosting us for a house concert or have a venue or festival in mind for our sound.,1,standalone_up,4
up,At our house everyone from age 7 on up to adult loves a good ‘adult’ coloring book!,1,standalone_up,9
up,"Appropriate for ages 3 and up & surface washable, what more could you ask for?",1,standalone_up,8
up,"Just as a golfer, tennis player, quarterback or marathoner would have a training regime that allowed him to perform at a very high level, so it is that we authors must learn how to build ourselves up to where we can allow thousands of words to pour forth from literally thin air.",1,standalone_up,49
up,Your NCIE - DPS courses will always be up to date.,1,standalone_up,13
up,We were wrestling around and my boyfriend decided to pick me up and playfully body slam me onto the the bean bag chair.,1,standalone_up,12
up,"You can add fruit, honey or nuts to jazz it up.",1,standalone_up,13
up,Ranging from a manageable 2 gallon batch all the way up to 6 gallon batches.,1,standalone_up,17
up,I struggle to determine if the current run up in prices is tied to this value (short domains that match brands).,1,standalone_up,10
up,"So while the trend line of 3-letter values may have seen a spike and then dip depending on whether speculation grew overheated in China, the overall trend line has been solidly up.",1,standalone_up,47
up,"The three split up, Chah Fraw to Elezke Neah the Mother of the Frahnik, Deg-chawk and Difrek to Chir, Mother of the Thit.",1,standalone_up,4
up,Driver Detective 9.0.0.23 does not take best application is intuitive to produce the bring up to date process quickly.,1,standalone_up,25
up,"Denmark Arts is a thriving regional not-for-profit arts organisation in the Great Southern Western Australia, that boasts an audience up to 30,000 people across all our events annually.",1,standalone_up,33
up,One of the rooms has sliders out to the fantastic stamped concrete patio with gas hook up for your evening bbq entertainment.,1,standalone_up,23
up,I’m pretty sure we are going to have to up the bath frequency here.,1,standalone_up,12
up,"With seating for up to 8 people onboard, and acres of leather and wood trim, the Navigator places a premium on relaxed and comfortable driving.",1,standalone_up,5
up,"Power output rises at lower frequencies, up to 15W on 160m. This design incorporates a number of interesting features, including raised cosine keying envelope shaping, and power control using a discrete component regulator with short-circuit protection (foldback current limiting).",1,standalone_up,13
up,"They expelled the PLO only to watch Hezbollah sprout up in their stead, saw their transient “alliance” with the double-dealing Phalangists slowly evaporate, and merely allowed the Syrians to strengthen their murderous grip on Lebanon as their vassel/slave state, where their depravities there far exceeded the worst excesses of the Israeli invasion and occupation combined many times over.",1,standalone_up,17
up,Earliest up is discoloration. “,1,standalone_up,4
up,With less than 24 hrs notice we were able to organise this helicopter flight up the coast the morning we flew out of Broome.,1,standalone_up,17
up,"While Martin’s distinctive “hinged” bodies were already fully formed at this point (a great touch, to me: all the runners’ wrists hinge vertically, except for #21 in the front, whose hands splay out to his sides), he apparently left the sound effects up to Miles and company, since there’s nary a FOINSAPP, POIT, SIZAFITZ or GISHGLORK to be seen (or heard) on this album.",1,standalone_up,65
up,"A series of vistas lead one through the Garden to the wooded koppies, up on to the rocky outcrops, which overlook the Garden, and back down to the dam, the bird hide and the lawns.",1,standalone_up,20
up,"There are many injuries that can be picked up whilst training such as blisters, callus build-up, cracks in the heal and ingrown toenails.",1,standalone_up,22
up,"The key to post-race recovery starts with putting your feet up, relax them with some rest and then think about booking a podiatrist appointment roughly 3 days after your marathon.",1,standalone_up,15
up,"So, to sum it up, if your organization’s relationship between partners has grown stale or become “complicated” think about how you can better deal with those inevitable complications with better communications through flexible on-premise and cloud B2B integration solutions.",1,standalone_up,6
up,"This cardio lovers dream hike makes a heart-pumping ascent up a series of tight, Ponderosa lined, switchbacks.",1,standalone_up,18
up,"He said leaving her alone in a fenced in yard, or worse yet, chaining her up, would make her unsociable.",1,standalone_up,20
up,"An early bud break was followed by warm weather which yielded a perfect fruit set, with up to 4 seeds forming per berry in bigger and more populated clusters.",1,standalone_up,20
up,"However, for the recommends that you should buying nutrient rich food such as vegies, fruit, fish and eggs as these can help you fill you up on your fast days without using too many calories.",1,standalone_up,35
up,"After you have determined the amount of carbs that you need to consume based on your calorie consumption, it’s now up to you to determine how much carbohydrates you should eat daily.",1,standalone_up,30
up,"The reason why I am bringing this study up is not to discuss which of the two methods are more valid, but to show that 1) even when children are systematically inculcated into a certain system of thought, they as adults actually do not loose their innate sense of for example math and 2) if we accept the premise that there is a validity in a logarithmic view of numbers, the education system is doing children a great disservice by teaching them to integrate a linear approach to numbers.",1,standalone_up,9
up,Sign me up please!,1,standalone_up,4
up,"I'm trying to get a loan of some pedals to get me through the next race or two until I can get my own sorted out, but it depends if my mate can get home in time for me to go pick them up before the race.",1,standalone_up,49
up,"However, placing one and hooking it up to your utilities is not a job for a DIY enthusiast.",1,standalone_up,11
up,Sometimes it works to simply look them up in a number of online business directories such as linked-in.,1,standalone_up,8
up,"Machines for higher outputs of up to 240 bottles/min, with a diameter of up to 1800 mm are also available.",1,standalone_up,23
up,"Machines for higher outputs of up to 240 bottles/min, with a diameter of up to 1800 mm are also available.",1,standalone_up,23
up,Here we want to show off the hardware of one such project to demo taking your EEG brain signals and it up to you to pump water from one tank to another.,1,standalone_up,25
up,"Cutting: All branches have SWA cutting machines We can supply long lengths Branches stock lengths up to 1,000 mtrs in some sizes.",1,standalone_up,22
up,"Very frequently, he would walk into class with his cane up into the air swearing very loud about something.",1,standalone_up,14
